"word","stateWD","lifespan","nsense","nchange","freqBand"
"sidle_v","non-obsolete words",327,6,8,4
"sieg-heil_v","non-obsolete words",57,1,1,1
"siege_v","non-obsolete words",634,2,3,2
"siest_v","non-obsolete words",185,1,1,1
"siesta_v","non-obsolete words",125,1,1,3
"sieve_v","non-obsolete words",525,5,5,4
"siffilate_v","non-obsolete words",188,1,1,0
"siffle_v","non-obsolete words",624,1,1,2
"sift_v","non-obsolete words",624,14,15,5
"sigh_v","non-obsolete words",647,12,13,6
"sight-read_v","non-obsolete words",121,1,1,3
"sight_v1","non-obsolete words",468,7,8,5
"sightsee_v","non-obsolete words",200,2,2,3
"sigillate_v","non-obsolete words",553,1,1,2
"sigmate_v","non-obsolete words",175,1,1,1
"sigmatize_v","non-obsolete words",369,1,1,1
"sigmoidoscope_v","non-obsolete words",58,1,1,2
"sign_v1","non-obsolete words",766,26,29,6
"signal_v","non-obsolete words",224,7,7,6
"signalize_v","non-obsolete words",411,10,10,4
"signature_v","non-obsolete words",371,3,4,3
"signet_v","non-obsolete words",528,1,1,2
"signify_v","non-obsolete words",749,13,17,6
"signpost_v","non-obsolete words",140,4,4,4
"sike_v","non-obsolete words",849,3,4,2
"silage_v","non-obsolete words",139,1,1,4
"silanize_v","non-obsolete words",62,1,1,3
"sile_v1","non-obsolete words",624,5,6,2
"sile_v2","non-obsolete words",549,2,3,2
"silence_v","non-obsolete words",473,14,15,5
"silhouette_v","non-obsolete words",148,2,2,4
"silicify_v","non-obsolete words",196,2,2,4
"silicone_v","non-obsolete words",44,1,1,3
"siliconize_v","non-obsolete words",144,2,2,3
"silk-screen_v","non-obsolete words",78,1,1,3
"silk_v","non-obsolete words",177,3,3,3
"silken_v","non-obsolete words",267,1,1,3
"sill_v","non-obsolete words",472,1,1,4
"silly_v","non-obsolete words",165,3,4,2
"silo_v","non-obsolete words",141,1,1,3
"silt_v","non-obsolete words",225,4,4,4
"silver-point_v","non-obsolete words",48,1,1,2
"silver-solder_v","non-obsolete words",135,1,1,2
"silver_v","non-obsolete words",584,7,7,4
"silverize_v","non-obsolete words",419,1,1,2
"silylate_v","non-obsolete words",55,1,1,3
"similarize_v","non-obsolete words",256,3,4,1
"simile_v","non-obsolete words",377,1,1,3
"similize_v","non-obsolete words",418,4,6,1
"simmer_v1","non-obsolete words",387,6,6,5
"simonize_v1","non-obsolete words",383,1,1,2
"simonize_v2","non-obsolete words",107,2,2,2
"simper_v1","non-obsolete words",524,2,3,2
"simper_v2","non-obsolete words",478,5,7,4
"simple_v2","non-obsolete words",381,1,1,3
"simplicize_v","non-obsolete words",210,1,1,0
"simplify_v","non-obsolete words",415,8,9,6
"simulacrize_v","non-obsolete words",179,1,1,0
"simulate_v","non-obsolete words",372,7,9,5
"simulcast_v","non-obsolete words",76,1,1,3
"simultane_v","non-obsolete words",144,2,2,3
"sin-bin_v","non-obsolete words",41,1,1,1
"sin_v","non-obsolete words",799,10,10,5
"sind_v","non-obsolete words",674,1,1,5
"sinecure_v","non-obsolete words",169,1,1,2
"sinew_v","non-obsolete words",432,2,2,3
"sing-song_v","non-obsolete words",298,3,3,2
"sing_v1","non-obsolete words",727,38,41,6
"sing_v2","non-obsolete words",481,1,1,3
"singe_v","non-obsolete words",684,6,8,5
"single-foot_v","non-obsolete words",134,1,1,2
"single-stick_v","non-obsolete words",124,1,1,2
"single_v1","non-obsolete words",449,20,21,5
"singularize_v","non-obsolete words",431,2,2,3
"sinicize_v","non-obsolete words",144,1,1,3
"sinify_v","non-obsolete words",136,1,1,2
"sink_v","non-obsolete words",849,77,85,6
"sinner_v","non-obsolete words",289,1,1,3
"sinter_v","non-obsolete words",151,2,2,4
"sinuate_v","non-obsolete words",176,1,1,2
"sip_v","non-obsolete words",638,7,7,5
"sipe_v","non-obsolete words",1224,1,1,2
"siphon_v","non-obsolete words",165,3,3,4
"sippet_v","non-obsolete words",335,1,1,1
"sipple_v","non-obsolete words",458,2,2,1
"sir_v","non-obsolete words",448,2,2,3
"sire_v","non-obsolete words",408,2,2,4
"siren_v","non-obsolete words",334,2,2,3
"sirenize_v","non-obsolete words",432,2,2,0
"sirmark_v","non-obsolete words",360,1,1,1
"sirocco_v","non-obsolete words",103,1,1,2
"siss_v","non-obsolete words",724,1,1,2
"sissify_v","non-obsolete words",116,1,1,2
"sist_v","non-obsolete words",389,5,7,4
"sister_v","non-obsolete words",415,3,3,3
"sit-ski_v","non-obsolete words",39,1,1,1
"sit_v","non-obsolete words",799,68,84,7
"site_v","non-obsolete words",599,2,3,4
"sithe_v2","non-obsolete words",574,1,1,2
"sithee_v","non-obsolete words",86,1,1,1
"situate_v","non-obsolete words",599,5,7,6
"sitzmark_v","non-obsolete words",89,1,1,1
"siwash_v","non-obsolete words",86,2,2,2
"six-shooter_v","non-obsolete words",120,1,1,3
"sixth-sense_v","non-obsolete words",66,1,1,2
"sixty-nine_v","non-obsolete words",60,1,1,0
"size_v1","non-obsolete words",624,17,21,6
"size_v2","non-obsolete words",391,1,1,3
"sizz_v","non-obsolete words",325,2,3,2
"sizzle_v","non-obsolete words",421,3,3,4
"sjambok_v","non-obsolete words",143,1,1,2
"skail_v","non-obsolete words",724,16,22,2
"skair_v2","non-obsolete words",562,1,1,1
"skank_v","non-obsolete words",53,3,3,2
"skate_v","non-obsolete words",328,8,8,5
"skateboard_v","non-obsolete words",56,1,1,3
"sked_v","non-obsolete words",82,1,1,2
"skedaddle_v","non-obsolete words",163,4,4,3
"skeer_v1","non-obsolete words",388,1,1,3
"skeer_v2","non-obsolete words",351,1,1,3
"skeet_v","non-obsolete words",186,2,2,3
"skeet_v1","non-obsolete words",139,1,1,1
"skeeter_v","non-obsolete words",60,1,1,2
"skeeve_v","non-obsolete words",38,2,2,1
"skeeze_v","non-obsolete words",102,1,1,1
"skeigh_v","non-obsolete words",511,1,1,1
"skein_v","non-obsolete words",249,1,1,3
"skelder_v","non-obsolete words",422,2,2,1
"skeleton_v","non-obsolete words",163,3,3,3
"skeletonize_v","non-obsolete words",380,3,3,3
"skeller_v","non-obsolete words",333,1,1,1
"skelloch_v","non-obsolete words",216,1,1,1
"skelly_v","non-obsolete words",248,1,1,1
"skelp_v1","non-obsolete words",624,4,4,3
"skelp_v2","non-obsolete words",221,1,1,1
"skelter_v","non-obsolete words",172,1,1,3
"skeltonize_v","non-obsolete words",202,1,1,0
"sken_v","non-obsolete words",413,1,1,2
"skep_v","non-obsolete words",199,2,2,2
"sketch_v","non-obsolete words",330,7,7,5
"skew_v2","non-obsolete words",624,9,11,5
"skew_v3","non-obsolete words",336,1,1,2
"skew_v4","non-obsolete words",182,1,1,2
"skew_v5","non-obsolete words",165,2,2,2
"skewer_v","non-obsolete words",323,5,5,4
"ski-tow_v","non-obsolete words",48,1,1,2
"ski-walk_v","non-obsolete words",54,1,1,0
"ski_v","non-obsolete words",131,3,3,5
"skiagraph_v","non-obsolete words",128,1,1,1
"skice_v1","non-obsolete words",433,1,1,1
"skid_v1","non-obsolete words",350,8,8,5
"skid_v2","non-obsolete words",209,2,2,2
"skidoo_v","non-obsolete words",119,3,3,3
"skidoo_v-a","non-obsolete words",49,1,1,1
"skiff_v1","non-obsolete words",399,3,4,2
"skiff_v2","non-obsolete words",299,2,2,2
"skiffle_v","non-obsolete words",67,1,1,1
"skift_v1","non-obsolete words",699,6,10,1
"skift_v2","non-obsolete words",438,1,1,1
"skifter_v","non-obsolete words",137,1,1,2
"skill_v1","non-obsolete words",849,14,22,3
"skim-read_v","non-obsolete words",93,2,2,2
"skim_v","non-obsolete words",594,21,23,5
"skime_v","non-obsolete words",333,1,1,1
"skimmer_v","non-obsolete words",584,2,2,2
"skimp_v","non-obsolete words",145,1,1,3
"skin-dive_v","non-obsolete words",88,1,1,2
"skin-graft_v","non-obsolete words",131,1,1,4
"skin-pop_v","non-obsolete words",73,1,1,1
"skin-search_v","non-obsolete words",54,1,1,1
"skin-test_v","non-obsolete words",94,1,1,3
"skin_v","non-obsolete words",624,31,36,5
"skinch_v","non-obsolete words",199,4,4,1
"skinder_v","non-obsolete words",82,1,1,1
"skink_v","non-obsolete words",619,4,7,2
"skinkle_v","non-obsolete words",259,1,1,0
"skinny-dip_v","non-obsolete words",60,1,1,2
"skinny_v","non-obsolete words",85,1,1,2
"skintle_v","non-obsolete words",200,1,1,1
"skip-read_v","non-obsolete words",47,1,1,1
"skip_v1","non-obsolete words",724,19,19,5
"skip_v2","non-obsolete words",206,1,1,2
"skip_v3","non-obsolete words",124,1,1,1
"skipper_v1","non-obsolete words",141,1,1,3
"skipper_v2","non-obsolete words",173,1,1,3
"skipper_v3","non-obsolete words",179,1,1,2
"skirl_v1","non-obsolete words",624,6,6,3
"skirl_v2","non-obsolete words",165,1,1,1
"skirmish_v","non-obsolete words",637,6,9,4
"skirp_v","non-obsolete words",849,3,5,0
"skirr_v","non-obsolete words",476,5,5,2
"skirt-chase_v","non-obsolete words",81,1,1,2
"skirt-dance_n","non-obsolete words",130,1,1,0
"skirt_v","non-obsolete words",422,13,13,5
"skit_v1","non-obsolete words",219,1,1,2
"skit_v2","non-obsolete words",413,3,3,3
"skitch_v","non-obsolete words",71,1,1,1
"skite_v1","non-obsolete words",575,1,1,1
"skite_v2","non-obsolete words",303,3,3,2
"skitter_v1","non-obsolete words",624,1,1,1
"skitter_v2","non-obsolete words",179,4,4,4
"skittle_v","non-obsolete words",168,5,5,3
"skive_v1","non-obsolete words",199,2,2,1
"skive_v2","non-obsolete words",170,1,1,1
"skive_v3","non-obsolete words",140,4,4,3
"skiver_v1","non-obsolete words",192,1,1,1
"skiver_v2","non-obsolete words",149,1,1,1
"skiver_v3","non-obsolete words",133,1,1,1
"skivvy_v","non-obsolete words",93,1,1,2
"sklent_v","non-obsolete words",511,3,3,1
"skol_v","non-obsolete words",425,2,2,1
"skoosh_v","non-obsolete words",134,3,3,1
"skreed_v","non-obsolete words",199,1,1,1
"skreigh_v","non-obsolete words",306,2,2,1
"skrike_v","non-obsolete words",684,2,2,1
"skuldug_v","non-obsolete words",88,1,1,0
"skulk_v","non-obsolete words",799,7,7,4
"skull_v","non-obsolete words",83,2,2,4
"skunk_v","non-obsolete words",193,5,6,3
"sky-write_v","non-obsolete words",98,1,1,2
"sky_v","non-obsolete words",222,11,16,4
"skydive_v","non-obsolete words",69,1,1,3
"skyhoot_v","non-obsolete words",123,1,1,1
"skyjack_v","non-obsolete words",63,1,1,2
"skylark_v","non-obsolete words",253,3,4,3
"skyline_v","non-obsolete words",152,2,2,4
"skype_v","non-obsolete words",21,2,2,4
"skyrocket_v","non-obsolete words",173,5,6,4
"skywatch_v","non-obsolete words",129,1,1,1
"slab_v2","non-obsolete words",471,2,2,2
"slab_v3","non-obsolete words",321,7,7,4
"slabber_v","non-obsolete words",451,6,6,2
"slack-bake_v","non-obsolete words",188,1,1,0
"slack_v","non-obsolete words",504,23,26,5
"slacken_v","non-obsolete words",444,20,20,5
"slade_v1","non-obsolete words",237,2,2,1
"slade_v2","non-obsolete words",199,1,1,1
"slag_v","non-obsolete words",213,4,4,4
"slagger_v","non-obsolete words",402,1,1,1
"slaister_v","non-obsolete words",268,2,2,1
"slake_v1","non-obsolete words",849,28,48,4
"slake_v2","non-obsolete words",489,1,1,1
"slalom_v","non-obsolete words",51,1,1,3
"slam-bang_adv","non-obsolete words",201,5,5,3
"slam-dance_n","non-obsolete words",43,1,1,2
"slam-dunk_v","non-obsolete words",55,3,3,3
"slam_v1","non-obsolete words",333,15,15,5
"slam_v2","non-obsolete words",278,2,2,2
"slam_v4","non-obsolete words",36,1,1,3
"slander_v","non-obsolete words",699,9,16,4
"slang_v","non-obsolete words",235,5,5,3
"slangwhang_v","non-obsolete words",144,1,1,1
"slant-drill_v","non-obsolete words",55,1,1,1
"slant_v","non-obsolete words",503,10,10,5
"slap-tongue_v","non-obsolete words",97,1,1,1
"slap_v1","non-obsolete words",392,17,17,5
"slap_v2","non-obsolete words",511,2,3,2
"slap_v3","non-obsolete words",421,2,2,2
"slapdash_v","non-obsolete words",204,1,1,1
"slappet_v","non-obsolete words",213,1,1,0
"slapshoot_v","non-obsolete words",56,1,1,0
"slare_v","non-obsolete words",298,1,1,2
"slash-and-burn_v","non-obsolete words",69,1,1,3
"slash_v1","non-obsolete words",642,12,12,5
"slash_v2","non-obsolete words",51,1,1,1
"slat_v1","non-obsolete words",549,2,2,2
"slat_v2","non-obsolete words",774,6,6,4
"slat_v3","non-obsolete words",417,1,1,2
"slate_v1","non-obsolete words",494,6,6,5
"slate_v2","non-obsolete words",199,5,5,4
"slate_v3","non-obsolete words",624,2,2,3
"slather_v","non-obsolete words",215,4,4,4
"slatter_v2","non-obsolete words",343,1,1,1
"slatter_v3","non-obsolete words",194,1,1,1
"slattern_v","non-obsolete words",277,3,5,2
"slaughter_v","non-obsolete words",489,7,8,5
"slaum_v","non-obsolete words",237,1,1,0
"slave-drive_v","non-obsolete words",181,2,2,2
"slave-trade_v","non-obsolete words",206,1,1,0
"slave_v2","non-obsolete words",465,10,13,5
"slaver_v","non-obsolete words",699,6,6,4
"slavicize_v","non-obsolete words",148,1,1,0
"slavize_v","non-obsolete words",155,1,1,1
"slavonicize_v","non-obsolete words",170,1,1,0
"slavonize_v","non-obsolete words",174,1,1,2
"slay_v1","non-obsolete words",849,24,41,5
"slay_v2","non-obsolete words",196,1,1,1
"sleak_v1","non-obsolete words",624,3,3,1
"sleak_v2","non-obsolete words",350,2,2,1
"sleat_v1","non-obsolete words",849,3,5,1
"sleave_v","non-obsolete words",396,1,1,1
"sleaze_v","non-obsolete words",247,2,2,3
"sleck_v1","non-obsolete words",849,4,5,0
"slecken_v","non-obsolete words",684,1,1,0
"sled_v","non-obsolete words",306,3,3,4
"sledge_v1","non-obsolete words",370,2,2,3
"sledge_v2","non-obsolete words",316,3,3,3
"sledge_v3","non-obsolete words",45,1,1,3
"sledgehammer_v","non-obsolete words",190,1,1,2
"sleech_v","non-obsolete words",350,1,1,1
"sleek_v","non-obsolete words",584,12,12,3
"sleeken_v","non-obsolete words",403,1,1,1
"sleep-talk_v","non-obsolete words",64,1,1,2
"sleep-train_v","non-obsolete words",27,1,1,1
"sleep_v","non-obsolete words",637,35,37,6
"sleeper_v","non-obsolete words",114,2,2,3
"sleepwalk_v","non-obsolete words",101,1,1,3
"sleer_v","non-obsolete words",344,1,1,2
"sleet_v","non-obsolete words",699,4,4,3
"sleeve_v","non-obsolete words",584,8,11,4
"sleigh-ride_v","non-obsolete words",179,1,1,2
"sleigh_v","non-obsolete words",296,1,1,3
"sleight_v","non-obsolete words",494,2,3,2
"slench_v","non-obsolete words",694,1,1,0
"slender_v","non-obsolete words",465,2,2,3
"slenderize_v","non-obsolete words",101,2,2,2
"slent_v1","non-obsolete words",624,3,4,1
"slent_v3","non-obsolete words",419,2,3,1
"slerg_v","non-obsolete words",266,1,1,0
"sletch_v","non-obsolete words",624,2,3,0
"sleuth_v2","non-obsolete words",119,2,2,3
"slew-foot_v","non-obsolete words",74,1,1,1
"slew_v","non-obsolete words",255,7,7,4
"slew_v2","non-obsolete words",122,1,1,2
"slice_v1","non-obsolete words",549,11,11,5
"slick_v","non-obsolete words",799,8,10,4
"slicken_v","non-obsolete words",403,1,1,3
"slickenside_v","non-obsolete words",140,1,1,0
"slicker_v","non-obsolete words",127,1,1,3
"slidder_v","non-obsolete words",626,2,2,1
"slide_v","non-obsolete words",799,28,29,6
"slight_v","non-obsolete words",724,8,12,5
"slighten_v","non-obsolete words",419,2,2,1
"slim_v","non-obsolete words",216,5,5,4
"slime_v1","non-obsolete words",396,4,4,3
"slime_v2","non-obsolete words",126,1,1,2
"sling_v1","non-obsolete words",799,21,23,5
"sling_v2","non-obsolete words",502,7,7,4
"sling_v3","non-obsolete words",188,1,1,1
"slinge_v","non-obsolete words",277,1,1,2
"slingshot_v","non-obsolete words",55,1,1,2
"slink_v","non-obsolete words",650,10,13,4
"slip-sheet_v","non-obsolete words",57,1,1,2
"slip-slap_v","non-obsolete words",301,2,2,2
"slip-slop_v","non-obsolete words",233,3,3,2
"slip_v1","non-obsolete words",684,73,76,6
"slip_v2","non-obsolete words",526,5,7,3
"slip_v3","non-obsolete words",338,1,1,1
"slip_v4","non-obsolete words",139,2,2,2
"slipe_v2","non-obsolete words",634,2,2,2
"slipform_v","non-obsolete words",56,1,1,3
"slipper-slopper_v","non-obsolete words",95,1,1,0
"slipper_v2","non-obsolete words",342,3,3,3
"slipstream_v","non-obsolete words",64,1,1,1
"slirt_v","non-obsolete words",154,1,1,0
"slit_v","non-obsolete words",749,5,5,5
"slite_v","non-obsolete words",584,3,3,2
"slither_v","non-obsolete words",824,8,8,4
"slitter_v2","non-obsolete words",684,1,1,2
"slive_v1","non-obsolete words",624,3,3,1
"slive_v2","non-obsolete words",599,4,4,1
"sliver_v","non-obsolete words",416,3,3,4
"slize_v","non-obsolete words",624,1,1,0
"slob_v","non-obsolete words",220,9,9,3
"slobber_v","non-obsolete words",624,18,20,4
"slock_v1","non-obsolete words",624,5,9,3
"slock_v2","non-obsolete words",541,2,2,3
"slocken_v","non-obsolete words",724,7,7,1
"slodge_v","non-obsolete words",195,1,1,0
"sloff_v","non-obsolete words",183,1,1,1
"slog_v","non-obsolete words",200,5,5,4
"sloganeer_v","non-obsolete words",80,1,1,2
"sloganize_v","non-obsolete words",95,3,3,3
"slogger_v","non-obsolete words",136,1,1,1
"slonk_v","non-obsolete words",543,1,1,1
"sloom_v1","non-obsolete words",749,1,1,1
"sloom_v2","non-obsolete words",262,1,1,1
"sloosh_v","non-obsolete words",112,3,3,2
"slooshy_v","non-obsolete words",117,1,1,1
"slop_v1","non-obsolete words",221,1,1,1
"slop_v2","non-obsolete words",467,14,14,4
"slope_v1","non-obsolete words",419,6,6,5
"slope_v2","non-obsolete words",194,3,3,4
"slorp_v","non-obsolete words",222,1,1,1
"slosh_v1","non-obsolete words",180,8,8,4
"slot_v1","non-obsolete words",461,3,3,2
"slot_v2","non-obsolete words",624,10,11,5
"slot_v3","non-obsolete words",442,1,1,2
"sloth_v","non-obsolete words",634,3,5,3
"slotter_v","non-obsolete words",684,2,2,2
"slouch_v","non-obsolete words",281,8,8,4
"slough_v1","non-obsolete words",176,2,2,2
"slough_v2","non-obsolete words",304,7,7,4
"slounge_v","non-obsolete words",342,1,1,1
"slour_v","non-obsolete words",205,1,1,1
"slouse_v","non-obsolete words",298,1,1,0
"sloush_v","non-obsolete words",135,1,1,0
"sloven_v","non-obsolete words",464,3,5,2
"slow-clap_v","non-obsolete words",76,1,1,0
"slow-cook_v","non-obsolete words",120,2,2,0
"slow-dance_v","non-obsolete words",71,1,1,2
"slow-drag_v","non-obsolete words",90,1,1,0
"slow-foot_v","non-obsolete words",434,1,1,0
"slow-handclap_v","non-obsolete words",75,1,1,0
"slow-march_v","non-obsolete words",424,2,2,2
"slow-play_v","non-obsolete words",57,2,2,2
"slow-roll_v","non-obsolete words",96,2,2,2
"slow-steam_v","non-obsolete words",162,1,1,1
"slow-step_v","non-obsolete words",115,1,1,0
"slow-time_v","non-obsolete words",126,1,1,0
"slow-walk_v","non-obsolete words",59,1,1,3
"slow-waltz_v","non-obsolete words",64,2,2,0
"slow_v","non-obsolete words",599,10,14,6
"slower_v","non-obsolete words",175,1,1,2
"slub_v1","non-obsolete words",201,1,1,2
"slub_v2","non-obsolete words",190,1,1,2
"slubber_v","non-obsolete words",494,12,12,2
"sludder_v","non-obsolete words",150,1,1,0
"sludge_v","non-obsolete words",267,6,6,3
"sluff_v","non-obsolete words",90,1,1,3
"slug_v1","non-obsolete words",599,7,7,4
"slug_v2","non-obsolete words",193,5,5,3
"slug_v3","non-obsolete words",162,4,4,4
"slug_v4","non-obsolete words",137,1,1,2
"sluggardize_v","non-obsolete words",408,2,2,1
"sluice_v","non-obsolete words",431,13,13,4
"slum_v1","non-obsolete words",306,6,9,4
"slum_v2","non-obsolete words",199,2,2,0
"slumber_v","non-obsolete words",804,10,12,4
"slummock_v","non-obsolete words",234,4,6,1
"slump_v1","non-obsolete words",202,2,2,3
"slump_v2","non-obsolete words",347,10,10,5
"slumper_v","non-obsolete words",195,1,1,2
"slunk_v","non-obsolete words",296,1,1,1
"slup_v","non-obsolete words",426,1,1,2
"slur_v1","non-obsolete words",422,12,13,5
"slur_v2","non-obsolete words",430,5,8,3
"slurp_v","non-obsolete words",376,4,4,4
"slurry_v","non-obsolete words",584,1,1,3
"slush-cast_v","non-obsolete words",90,1,1,0
"slush_v","non-obsolete words",217,11,11,3
"slut-shame_v","non-obsolete words",17,1,1,0
"slut_v","non-obsolete words",425,4,6,3
"slutch_v","non-obsolete words",334,3,3,1
"sluther_v","non-obsolete words",170,1,1,1
"sly_v","non-obsolete words",199,1,1,2
"slype_v","non-obsolete words",114,1,1,1
"smack_v1","non-obsolete words",684,5,6,4
"smack_v2","non-obsolete words",467,13,14,5
"smad_v","non-obsolete words",499,1,1,2
"small-gang_v","non-obsolete words",173,1,1,0
"small-talk_v","non-obsolete words",176,1,1,3
"small_v","non-obsolete words",626,2,2,3
"smallpox_v","non-obsolete words",160,2,2,3
"smarm_v","non-obsolete words",177,5,5,2
"smart-arse_v","non-obsolete words",42,1,1,2
"smart-ass_v","non-obsolete words",59,1,1,2
"smart-mouth_v","non-obsolete words",54,1,1,2
"smart-talk_v","non-obsolete words",94,1,1,1
"smart_v1","non-obsolete words",824,8,10,4
"smart_v2","non-obsolete words",244,7,7,3
"smarten_v","non-obsolete words",242,6,6,3
"smash_v1","non-obsolete words",325,14,15,5
"smash_v2","non-obsolete words",223,2,2,3
"smatter_v","non-obsolete words",638,8,11,4
"smay_v","non-obsolete words",392,1,1,2
"smear_v","non-obsolete words",799,15,16,5
"smeech_v","non-obsolete words",413,3,4,1
"smeek_v","non-obsolete words",642,4,5,1
"smeeth_v","non-obsolete words",1224,1,1,1
"smell_v","non-obsolete words",849,19,20,6
"smellsip_v","non-obsolete words",102,1,1,0
"smelt_v","non-obsolete words",481,1,1,4
"smeuse_v","non-obsolete words",173,1,1,1
"smicker_v","non-obsolete words",356,2,3,1
"smile_v","non-obsolete words",724,16,17,6
"smilesmirk_v","non-obsolete words",102,1,1,0
"smirch_v","non-obsolete words",529,4,4,3
"smirk_v","non-obsolete words",524,4,5,5
"smirkle_v","non-obsolete words",434,1,1,0
"smirtle_v","non-obsolete words",374,1,1,0
"smit_v","non-obsolete words",611,6,9,3
"smitch_v","non-obsolete words",398,1,1,1
"smite_v","non-obsolete words",999,53,73,5
"smith_v","non-obsolete words",749,5,5,3
"smithereen_v","non-obsolete words",146,1,1,2
"smithy_v","non-obsolete words",291,3,4,2
"smittle_v","non-obsolete words",399,1,1,1
"smock-frock_v","non-obsolete words",184,1,1,2
"smock_v","non-obsolete words",410,4,6,3
"smog_v","non-obsolete words",58,1,1,3
"smoke-black_v","non-obsolete words",215,1,1,1
"smoke-dry_v","non-obsolete words",320,2,2,2
"smoke-jump_v","non-obsolete words",82,1,1,2
"smoke_v","non-obsolete words",870,31,35,6
"smokescreen_v","non-obsolete words",74,1,1,2
"smole_v","non-obsolete words",166,1,1,2
"smolt_v1","non-obsolete words",169,1,1,2
"smooch_v1","non-obsolete words",393,1,1,2
"smooch_v2","non-obsolete words",120,2,2,2
"smooch_v3","non-obsolete words",92,1,1,2
"smoodge_v1","non-obsolete words",129,1,1,1
"smoodge_v2","non-obsolete words",120,1,1,0
"smook_v","non-obsolete words",504,1,1,1
"smoor_v","non-obsolete words",516,4,4,2
"smoot_v1","non-obsolete words",236,1,1,1
"smoot_v2","non-obsolete words",341,1,1,1
"smooth-file_v","non-obsolete words",341,1,1,0
"smooth-talk_v","non-obsolete words",74,1,1,3
"smooth_v","non-obsolete words",684,19,23,5
"smoothen_v","non-obsolete words",369,5,5,3
"smoothify_v","non-obsolete words",330,1,1,0
"smore_v","non-obsolete words",544,7,9,2
"smot_v","non-obsolete words",637,1,1,1
"smother_v","non-obsolete words",824,23,24,5
"smotter_v","non-obsolete words",511,1,1,0
"smouch_v1","non-obsolete words",436,1,1,2
"smouch_v2","non-obsolete words",198,2,2,1
"smoulder_v","non-obsolete words",543,7,10,4
"smouse_v","non-obsolete words",249,2,2,1
"sms_v","non-obsolete words",28,1,1,4
"smudge_v1","non-obsolete words",594,4,4,4
"smudge_v2","non-obsolete words",425,4,5,3
"smudge_v4","non-obsolete words",216,1,1,3
"smudge_v5","non-obsolete words",180,1,1,2
"smug_v1","non-obsolete words",436,4,4,3
"smug_v2","non-obsolete words",199,4,4,2
"smuggle_v1","non-obsolete words",337,6,7,5
"smur_v","non-obsolete words",199,1,1,1
"smush_v","non-obsolete words",199,1,1,3
"smut_v","non-obsolete words",437,7,7,3
"smutch_v","non-obsolete words",408,2,2,2
"smutter_v","non-obsolete words",125,1,1,1
"snack_v","non-obsolete words",624,5,5,4
"snackle_v","non-obsolete words",137,1,1,0
"snaffle_v1","non-obsolete words",469,2,2,2
"snaffle_v2","non-obsolete words",413,1,1,1
"snaffle_v3","non-obsolete words",408,2,2,2
"snaffle_v4","non-obsolete words",299,2,2,2
"snafu_v","non-obsolete words",81,1,1,2
"snag_v1","non-obsolete words",470,1,1,2
"snag_v2","non-obsolete words",217,11,11,4
"snaggle_v","non-obsolete words",185,1,1,2
"snail_v","non-obsolete words",476,7,8,3
"snake-dance_v","non-obsolete words",93,1,1,2
"snake-pole_v","non-obsolete words",186,1,1,1
"snake_v1","non-obsolete words",371,14,14,4
"snake_v2","non-obsolete words",206,2,2,3
"snam_v","non-obsolete words",200,1,1,2
"snap_v","non-obsolete words",494,51,55,6
"snape_v1","non-obsolete words",624,4,5,2
"snape_v2","non-obsolete words",230,2,2,2
"snapper_v1","non-obsolete words",672,2,2,2
"snapper_v2","non-obsolete words",360,2,2,1
"snapshot_v","non-obsolete words",130,3,3,2
"snare_v","non-obsolete words",623,4,4,4
"snarf_v","non-obsolete words",61,3,3,2
"snarfle_v","non-obsolete words",39,2,2,1
"snark_v","non-obsolete words",158,2,2,2
"snarl_v1","non-obsolete words",637,6,6,5
"snarl_v2","non-obsolete words",434,7,7,4
"snarl_v3","non-obsolete words",336,1,1,2
"snash_v","non-obsolete words",222,2,2,1
"snatch_v","non-obsolete words",794,23,25,5
"snathe_v","non-obsolete words",539,1,1,1
"snavel_v2","non-obsolete words",229,1,1,2
"sneak-preview_v","non-obsolete words",74,1,1,1
"sneak-up_v","non-obsolete words",169,1,1,1
"sneak_v","non-obsolete words",426,12,13,5
"sneap_v","non-obsolete words",426,2,2,1
"sneb_v","non-obsolete words",584,1,1,2
"sneck_v1","non-obsolete words",584,4,4,2
"sneck_v2","non-obsolete words",446,1,1,1
"sneck_v3","non-obsolete words",416,1,1,1
"sned_v","non-obsolete words",429,3,3,2
"sneer_v","non-obsolete words",471,12,15,5
"sneeze_v","non-obsolete words",531,5,5,5
"sneg_v","non-obsolete words",306,1,1,2
"sneipe_v","non-obsolete words",724,1,1,0
"snell_v","non-obsolete words",133,1,1,2
"snew_v","non-obsolete words",584,2,2,2
"snib_v1","non-obsolete words",724,4,4,2
"snib_v2","non-obsolete words",223,2,2,1
"snibble_v","non-obsolete words",144,1,1,0
"snick-and-snee_v","non-obsolete words",379,3,3,1
"snick_v1","non-obsolete words",425,1,1,2
"snick_v2","non-obsolete words",296,5,5,3
"snick_v3","non-obsolete words",196,4,4,3
"snicker_v","non-obsolete words",330,3,3,4
"snickle_v","non-obsolete words",409,2,2,1
"sniff_v","non-obsolete words",684,14,14,5
"sniffle_v","non-obsolete words",205,2,2,4
"snift_v","non-obsolete words",321,4,4,2
"snifter_v","non-obsolete words",684,2,2,1
"snig_v2","non-obsolete words",234,1,1,1
"snig_v3","non-obsolete words",162,1,1,1
"snigger_v1","non-obsolete words",318,4,4,4
