"word","stateWD","lifespan","nsense","nchange","freqBand"
"snigger_v2","non-obsolete words",138,1,1,3
"sniggle_v1","non-obsolete words",353,3,3,2
"sniggle_v2","non-obsolete words",209,1,1,1
"sniggle_v3","non-obsolete words",187,3,3,1
"snip-snap_v","non-obsolete words",431,2,2,1
"snip_v","non-obsolete words",447,10,11,4
"snipe_v","non-obsolete words",242,5,5,4
"snirt_v","non-obsolete words",300,1,1,1
"snirtle_v","non-obsolete words",238,1,1,0
"snitch_v","non-obsolete words",223,4,4,4
"snite_v","non-obsolete words",719,5,6,2
"snithe_v","non-obsolete words",1224,1,1,0
"snitter_v1","non-obsolete words",624,1,1,0
"snitter_v2","non-obsolete words",199,1,1,0
"snivel_v","non-obsolete words",699,6,6,4
"snivelize_v","non-obsolete words",175,1,1,1
"snoach_v","non-obsolete words",180,1,1,0
"snob_v1","non-obsolete words",724,1,1,2
"snod_v","non-obsolete words",416,1,1,1
"snoek_v","non-obsolete words",111,1,1,1
"snog_v2","non-obsolete words",62,1,1,2
"snoke_v","non-obsolete words",644,1,1,2
"snood_v","non-obsolete words",299,2,2,2
"snoodle_v","non-obsolete words",137,1,1,0
"snooker_v","non-obsolete words",135,1,1,3
"snool_v","non-obsolete words",289,2,2,1
"snoop_v","non-obsolete words",192,4,4,4
"snoot_v","non-obsolete words",134,2,2,3
"snooter_v","non-obsolete words",101,1,1,1
"snoove_v","non-obsolete words",511,3,3,1
"snooze_v","non-obsolete words",235,4,4,3
"snoozle_v","non-obsolete words",193,2,2,2
"snop_v","non-obsolete words",175,1,1,2
"snore_v","non-obsolete words",624,8,8,5
"snork_v","non-obsolete words",487,2,2,1
"snorkel_v","non-obsolete words",65,1,1,4
"snort_v","non-obsolete words",658,13,17,5
"snort_v2","non-obsolete words",71,1,1,2
"snortle_v","non-obsolete words",447,2,2,2
"snot_v","non-obsolete words",599,3,3,2
"snotter_v","non-obsolete words",314,2,2,1
"snouch_v","non-obsolete words",263,1,1,1
"snout_v","non-obsolete words",271,4,4,3
"snow-job_v","non-obsolete words",62,1,1,2
"snow-rub_v","non-obsolete words",173,1,1,0
"snow-ski_v","non-obsolete words",49,1,1,1
"snow-swathe_v","non-obsolete words",181,1,1,0
"snow_v","non-obsolete words",694,12,12,5
"snowball_v","non-obsolete words",340,4,4,4
"snowboard_v","non-obsolete words",39,2,2,4
"snowplough_v","non-obsolete words",96,1,1,2
"snowshoe_v","non-obsolete words",144,1,1,2
"snozzle_v","non-obsolete words",143,1,1,1
"snub_v1","non-obsolete words",684,9,12,4
"snub_v2","non-obsolete words",403,1,1,2
"snudge_v1","non-obsolete words",488,2,3,1
"snudge_v2","non-obsolete words",391,1,1,1
"snuff_v1","non-obsolete words",594,10,11,4
"snuff_v2","non-obsolete words",497,10,11,4
"snuff_v3","non-obsolete words",205,1,1,1
"snuff_v4","non-obsolete words",127,1,1,1
"snuffle_v","non-obsolete words",441,8,10,4
"snuft_v","non-obsolete words",204,1,1,1
"snufter_v","non-obsolete words",392,1,1,0
"snug_v","non-obsolete words",441,11,11,3
"snuggle_v","non-obsolete words",336,9,9,4
"snugify_v","non-obsolete words",228,1,1,1
"snum_v","non-obsolete words",199,1,1,2
"snurl_v","non-obsolete words",305,2,2,0
"snurp_v","non-obsolete words",724,1,1,2
"snurt_v","non-obsolete words",584,2,3,1
"snuzzle_v","non-obsolete words",284,3,3,1
"sny_v2","non-obsolete words",350,1,1,3
"soak_v","non-obsolete words",684,32,35,5
"soap-and-water_v","non-obsolete words",177,1,1,2
"soap-bark_v","non-obsolete words",94,1,1,1
"soap-box_v","non-obsolete words",98,1,1,1
"soap_v","non-obsolete words",439,4,4,4
"soapen_v","non-obsolete words",292,1,1,0
"soar_v","non-obsolete words",650,14,14,5
"sob_v1","non-obsolete words",824,6,6,5
"sob_v2","non-obsolete words",399,1,1,3
"sober_v","non-obsolete words",634,9,9,5
"soberize_v","non-obsolete words",317,2,2,1
"sobriquet_v","non-obsolete words",182,1,1,3
"social-climb_v","non-obsolete words",95,1,1,3
"social-distance_v","non-obsolete words",15,1,1,0
"socialize_v","non-obsolete words",281,4,5,5
"socially-distance_v","non-obsolete words",44,2,2,0
"sociate_v","non-obsolete words",539,3,5,3
"socinianize_v","non-obsolete words",372,2,2,1
"sociologize_v","non-obsolete words",173,2,2,2
"sock_v2","non-obsolete words",325,7,7,4
"sock_v3","non-obsolete words",182,2,2,2
"sock_v4","non-obsolete words",161,1,1,2
"sock_v5","non-obsolete words",127,3,3,2
"socket_v","non-obsolete words",491,2,2,4
"socratize_v","non-obsolete words",177,1,1,2
"sod-plant_v","non-obsolete words",57,1,1,0
"sod_v1","non-obsolete words",372,2,2,3
"sod_v2","non-obsolete words",382,2,2,2
"sod_v3","non-obsolete words",156,3,3,3
"sodden_v","non-obsolete words",212,4,4,2
"sodomize_v","non-obsolete words",423,3,4,3
"sofa-surf_v","non-obsolete words",31,2,2,0
"soft-boil_v","non-obsolete words",192,1,1,2
"soft-focus_v","non-obsolete words",96,1,1,3
"soft-foot_v","non-obsolete words",112,2,2,2
"soft-land_v","non-obsolete words",66,2,2,3
"soft-launch_v","non-obsolete words",39,1,1,1
"soft-pedal_v","non-obsolete words",126,3,4,3
"soft-sell_v","non-obsolete words",67,3,3,3
"soft-shoe_v","non-obsolete words",111,3,3,2
"soft-soap_v","non-obsolete words",191,2,2,3
"soft-solder_v","non-obsolete words",255,2,2,2
"soft-talk_v","non-obsolete words",78,1,1,2
"soft_v","non-obsolete words",799,7,11,2
"softball_v","non-obsolete words",97,2,2,3
"soften_v","non-obsolete words",642,22,23,5
"sog_v","non-obsolete words",472,3,3,3
"soga_v","non-obsolete words",122,1,1,2
"soho_v","non-obsolete words",200,2,2,1
"soil_v1","non-obsolete words",774,10,12,5
"soil_v4","non-obsolete words",416,2,2,3
"soil_v5","non-obsolete words",180,1,1,2
"soiree_v","non-obsolete words",198,1,1,2
"soixante-neuf_v","non-obsolete words",55,1,1,0
"sojourn_v","non-obsolete words",734,6,10,4
"sol-fa_v","non-obsolete words",456,3,4,3
"sol_v","non-obsolete words",427,1,1,3
"solace_v","non-obsolete words",727,6,7,4
"solar-heat_v","non-obsolete words",74,1,1,3
"solar-microscope_v","non-obsolete words",175,1,1,0
"solarize_v","non-obsolete words",171,2,2,3
"solate_v","non-obsolete words",73,1,1,2
"solay_v","non-obsolete words",298,1,1,1
"solder_v","non-obsolete words",604,12,16,5
"soldier_v","non-obsolete words",377,9,9,4
"soldierize_v","non-obsolete words",431,3,3,0
"sole_v1","non-obsolete words",454,5,5,4
"solecize_v","non-obsolete words",397,1,1,1
"solemnify_v","non-obsolete words",244,1,1,2
"solemnize_v","non-obsolete words",642,8,9,4
"solfeggio_v","non-obsolete words",193,1,1,2
"solicit_v","non-obsolete words",595,27,36,5
"solidarize_v","non-obsolete words",136,1,1,2
"solidate_v","non-obsolete words",384,2,3,3
"solidify_v","non-obsolete words",225,3,3,5
"soliloquize_v","non-obsolete words",265,3,3,3
"soliloquy_v","non-obsolete words",258,1,1,2
"solitudinize_v","non-obsolete words",190,1,1,0
"sollar_v","non-obsolete words",376,1,1,1
"solmizate_v","non-obsolete words",133,1,1,0
"solo_v","non-obsolete words",166,3,3,4
"solodize_v","non-obsolete words",90,1,1,1
"solubilize_v","non-obsolete words",98,1,1,4
"solution-treat_v","non-obsolete words",84,1,1,2
"solution_v","non-obsolete words",133,1,1,3
"solvate_v","non-obsolete words",111,1,1,3
"solve_v","non-obsolete words",584,9,13,6
"solvent-extract_v","non-obsolete words",75,1,1,2
"solvolyse_v","non-obsolete words",108,2,2,2
"somatotype_v","non-obsolete words",84,1,1,3
"sombre_v","non-obsolete words",237,2,2,3
"somersault_v","non-obsolete words",166,1,1,4
"somerset_v","non-obsolete words",425,1,1,1
"something_v","non-obsolete words",165,1,1,2
"somnambulate_v","non-obsolete words",191,1,1,2
"somnambulize_v","non-obsolete words",192,1,1,1
"somniloquize_v","non-obsolete words",197,1,1,0
"somnolize_v","non-obsolete words",193,1,1,0
"song-plug_v","non-obsolete words",97,1,1,1
"songow_v","non-obsolete words",483,1,1,0
"sonicate_v","non-obsolete words",69,1,1,3
"sonnet_v","non-obsolete words",432,4,7,4
"sonneteer_v","non-obsolete words",234,3,5,3
"sonnetize_v","non-obsolete words",226,2,3,1
"sonolyse_v","non-obsolete words",60,1,1,0
"sont_v","non-obsolete words",185,1,1,5
"soodle_v","non-obsolete words",203,1,1,1
"soogee_v","non-obsolete words",121,1,1,1
"sool_v","non-obsolete words",158,4,4,2
"soop_v","non-obsolete words",524,3,3,2
"soot_v","non-obsolete words",422,3,3,3
"soothe_v","non-obsolete words",480,21,33,5
"soother_v","non-obsolete words",182,1,1,2
"soothsay_v","non-obsolete words",413,1,1,2
"sop_v","non-obsolete words",342,8,8,4
"sophisticate_v","non-obsolete words",624,8,8,5
"sophronize_v","non-obsolete words",197,1,1,1
"sopite_v","non-obsolete words",482,2,2,2
"sorb_v","non-obsolete words",115,2,2,4
"sorbitize_v","non-obsolete words",106,1,1,0
"sorcerize_v","non-obsolete words",158,1,1,2
"sore-back_v","non-obsolete words",189,1,1,2
"sore_v1","non-obsolete words",624,2,2,3
"sorn_v","non-obsolete words",461,2,3,2
"sororize_v","non-obsolete words",149,1,1,1
"sorrow_v","non-obsolete words",599,6,7,4
"sorry_v","non-obsolete words",574,5,9,3
"sort_v1","non-obsolete words",666,43,61,6
"sortie_v","non-obsolete words",125,1,1,3
"sos_v","non-obsolete words",106,3,3,2
"soss_v1","non-obsolete words",467,4,4,1
"soss_v2","non-obsolete words",313,4,6,1
"sossle_v","non-obsolete words",187,1,1,0
"sot_v","non-obsolete words",624,4,6,3
"sotter_v","non-obsolete words",243,2,2,1
"soubriquet_v","non-obsolete words",144,1,1,2
"sough_v1","non-obsolete words",549,6,6,3
"sough_v2","non-obsolete words",336,3,3,2
"soul-kiss_v","non-obsolete words",186,2,2,1
"soul-search_v","non-obsolete words",125,3,4,3
"soul_v","non-obsolete words",246,4,6,4
"soulify_v","non-obsolete words",362,1,1,1
"soum_v","non-obsolete words",552,1,1,1
"sound-substitute_v","non-obsolete words",71,1,1,0
"sound-track_v","non-obsolete words",75,1,1,3
"sound_v1","non-obsolete words",724,27,32,6
"sound_v2","non-obsolete words",650,14,16,6
"sound_v4","non-obsolete words",631,1,1,3
"soundex-code_v","non-obsolete words",65,1,1,0
"soup_v","non-obsolete words",167,3,3,3
"soupify_v","non-obsolete words",193,1,1,0
"souple_v","non-obsolete words",161,1,1,2
"sour_v","non-obsolete words",684,12,13,5
"source_v1","non-obsolete words",511,5,8,5
"souren_v","non-obsolete words",454,1,1,0
"souse_v1","non-obsolete words",637,15,17,3
"souse_v2","non-obsolete words",504,4,5,2
"souse_v3","non-obsolete words",441,4,4,1
"south_v","non-obsolete words",309,3,5,3
"souther_v","non-obsolete words",409,2,2,3
"southern_v","non-obsolete words",165,1,1,2
"southernize_v","non-obsolete words",167,3,4,2
"southpaw_v","non-obsolete words",113,2,2,2
"souvenir_v","non-obsolete words",182,3,3,4
"sovietize_v","non-obsolete words",104,1,1,3
"sow_v1","non-obsolete words",774,15,17,5
"sow_v2","non-obsolete words",672,3,3,3
"sowff_v","non-obsolete words",305,1,1,0
"sowl_v3","non-obsolete words",408,2,2,2
"sowp_v2","non-obsolete words",511,1,1,1
"sowth_v","non-obsolete words",240,1,1,2
"sozzle_v","non-obsolete words",188,4,4,2
"spa_v","non-obsolete words",192,1,1,3
"space_v","non-obsolete words",599,10,14,5
"spacewalk_v","non-obsolete words",58,1,1,2
"spackle_v","non-obsolete words",74,1,1,3
"spade-trench_v","non-obsolete words",184,1,1,0
"spade_v1","non-obsolete words",430,5,5,3
"spadger_v","non-obsolete words",85,1,1,1
"spae_v","non-obsolete words",624,1,1,2
"spaff_v","non-obsolete words",25,2,2,3
"spald_v","non-obsolete words",624,2,2,1
"spale_v","non-obsolete words",170,1,1,1
"spall_v1","non-obsolete words",266,5,5,4
"spall_v2","non-obsolete words",174,1,1,2
"spalt_v","non-obsolete words",293,2,2,1
"spalter_v","non-obsolete words",180,1,1,1
"spam_v","non-obsolete words",33,2,2,5
"span_v1","non-obsolete words",626,14,17,5
"span_v2","non-obsolete words",474,9,10,5
"spancel_v","non-obsolete words",414,2,2,2
"spane_v","non-obsolete words",684,3,4,2
"spang_v2","non-obsolete words",511,2,2,3
"spanghew_v","non-obsolete words",243,1,1,0
"spangle_v","non-obsolete words",476,7,7,4
"spaniardize_v","non-obsolete words",152,1,1,1
"spaniel_v","non-obsolete words",425,2,2,2
"spanielize_v","non-obsolete words",383,1,1,0
"spaniolate_v","non-obsolete words",447,1,1,1
"spaniolize_v","non-obsolete words",420,1,1,1
"spank_v1","non-obsolete words",297,8,9,4
"spank_v2","non-obsolete words",217,4,4,3
"spar_v1","non-obsolete words",849,6,10,4
"spar_v2","non-obsolete words",624,7,8,4
"spar_v3","non-obsolete words",367,4,4,3
"sparch_v","non-obsolete words",492,1,1,1
"spare_v1","non-obsolete words",799,33,38,6
"spare_v2","non-obsolete words",624,3,5,2
"sparfle_v","non-obsolete words",424,1,1,0
"sparge_v","non-obsolete words",464,5,5,3
"spark-erode_v","non-obsolete words",64,1,1,1
"spark-plug_v","non-obsolete words",79,1,1,3
"spark_v1","non-obsolete words",724,12,12,5
"spark_v2","non-obsolete words",348,3,4,3
"sparkle_v1","non-obsolete words",824,17,18,5
"sparkle_v2","non-obsolete words",584,7,7,2
"spartanize_v","non-obsolete words",175,1,1,0
"spartle_v2","non-obsolete words",314,1,1,0
"spasm_v","non-obsolete words",124,2,2,4
"spat_v1","non-obsolete words",390,2,3,2
"spat_v2","non-obsolete words",215,5,5,3
"spatchcock_v","non-obsolete words",145,3,3,2
"spate_v","non-obsolete words",171,1,1,2
"spatialize_v","non-obsolete words",99,1,1,3
"spatiate_v","non-obsolete words",398,1,1,1
"spatter_v","non-obsolete words",442,11,11,4
"spattle_v2","non-obsolete words",413,1,1,1
"spatulate_v","non-obsolete words",101,2,2,3
"spave_v","non-obsolete words",353,1,1,1
"spavin_v","non-obsolete words",157,1,1,2
"spawl_v","non-obsolete words",426,4,4,2
"spawn_v","non-obsolete words",624,12,12,5
"spay_v","non-obsolete words",599,2,3,3
"spaz_v","non-obsolete words",86,1,1,2
"speak_v","non-obsolete words",849,55,62,7
"spean_v","non-obsolete words",429,3,3,1
"spear-fish_v","non-obsolete words",62,1,1,3
"spear_v1","non-obsolete words",799,9,9,3
"spear_v2","non-obsolete words",454,1,1,3
"spear_v3","non-obsolete words",269,8,8,4
"spearhead_v","non-obsolete words",86,1,1,3
"spec_v","non-obsolete words",43,3,3,3
"special-order_v","non-obsolete words",97,1,1,3
"special-plead_v","non-obsolete words",322,2,2,2
"special_v","non-obsolete words",163,4,5,3
"specialize_v","non-obsolete words",411,9,11,6
"speciate_v","non-obsolete words",60,1,1,3
"specificate_v","non-obsolete words",404,5,5,2
"specificize_v","non-obsolete words",139,1,1,0
"specify_v","non-obsolete words",724,11,16,6
"specimenify_v","non-obsolete words",204,1,1,0
"specimenize_v","non-obsolete words",192,1,1,0
"speck_v1","non-obsolete words",444,7,7,3
"speck_v2","non-obsolete words",343,1,1,1
"speckle_v","non-obsolete words",454,2,2,3
"spect_v2","non-obsolete words",185,1,1,4
"spectacle_v","non-obsolete words",280,2,2,3
"spectate_v","non-obsolete words",315,2,2,3
"spectre_v","non-obsolete words",175,1,1,3
"spectroscope_v","non-obsolete words",143,1,1,3
"speculate_v","non-obsolete words",425,14,15,5
"speech_v","non-obsolete words",370,5,6,3
"speechify_v","non-obsolete words",301,2,2,3
"speed-dial_v","non-obsolete words",42,1,1,3
"speed-read_v","non-obsolete words",64,1,1,2
"speed_v","non-obsolete words",849,41,48,5
"speel_v1","non-obsolete words",511,4,4,2
"speel_v2","non-obsolete words",206,2,3,1
"speer_v1","non-obsolete words",686,14,16,2
"speer_v2","non-obsolete words",158,1,1,1
"speld_v","non-obsolete words",524,2,2,2
"spelder_v1","non-obsolete words",849,1,1,1
"spelder_v2","non-obsolete words",314,2,2,1
"spele_v1","non-obsolete words",849,5,8,2
"spelk_v1","non-obsolete words",1224,1,1,1
"spell-bind_v","non-obsolete words",216,1,1,3
"spell-check_v","non-obsolete words",41,1,1,3
"spell_v1","non-obsolete words",849,3,3,2
"spell_v2","non-obsolete words",624,24,26,6
"spell_v3","non-obsolete words",429,5,5,4
"spell_v4","non-obsolete words",378,3,3,3
"spell_v6","non-obsolete words",382,3,3,3
"spelt_v","non-obsolete words",454,1,1,2
"spelter_v","non-obsolete words",163,1,1,1
"spelunk_v","non-obsolete words",59,1,1,2
"spen_v","non-obsolete words",624,3,3,3
"spend_v1","non-obsolete words",849,41,55,7
"spend_v2","non-obsolete words",524,2,3,3
"spend_v3","non-obsolete words",491,1,1,3
"spend_v4","non-obsolete words",177,1,1,2
"sperm-whale_v","non-obsolete words",161,1,1,0
"spermatize_v","non-obsolete words",413,2,3,1
"sperse_v","non-obsolete words",444,2,2,2
"spet_v","non-obsolete words",603,2,2,2
"spetch_v","non-obsolete words",442,1,1,1
"spew_v","non-obsolete words",799,15,17,4
"sphacelate_v","non-obsolete words",371,2,2,1
"sphere_v","non-obsolete words",417,7,7,4
"spherify_v","non-obsolete words",176,1,1,1
"spheroidize_v","non-obsolete words",112,2,2,3
"spherulitize_v","non-obsolete words",135,1,1,0
"spheterize_v","non-obsolete words",245,1,1,0
"sphygmograph_v","non-obsolete words",154,1,1,0
"spice_v","non-obsolete words",647,9,13,4
"spider-web_v","non-obsolete words",201,1,1,2
"spider_v","non-obsolete words",133,3,3,3
"spiel_v","non-obsolete words",165,4,4,3
"spiff_v1","non-obsolete words",133,1,1,2
"spiff_v2","non-obsolete words",143,1,1,3
"spiflicate_v","non-obsolete words",275,1,1,1
"spigot_v","non-obsolete words",226,1,1,3
"spika_v","non-obsolete words",135,1,1,2
"spike-bozzle_v","non-obsolete words",109,1,1,0
"spike_v1","non-obsolete words",400,21,23,5
"spike_v2","non-obsolete words",312,1,1,1
"spike_v2-a","non-obsolete words",101,1,1,2
"spile_v2","non-obsolete words",333,3,3,3
"spile_v3","non-obsolete words",195,1,1,2
"spill_v","non-obsolete words",799,37,50,5
"spiller_v","non-obsolete words",188,1,1,1
"spin-dry_v","non-obsolete words",97,1,1,2
"spin-dye_v","non-obsolete words",76,1,1,0
"spin-label_v","non-obsolete words",49,1,1,3
"spin_v","non-obsolete words",734,44,45,6
"spindle_v","non-obsolete words",447,9,9,3
"spine_v","non-obsolete words",403,2,3,3
"spink_v","non-obsolete words",132,1,1,1
"spiral_v","non-obsolete words",189,4,4,5
"spiralize_v","non-obsolete words",173,1,1,2
"spirantize_v","non-obsolete words",113,1,1,2
"spire_v1","non-obsolete words",699,10,11,4
"spire_v3","non-obsolete words",417,1,1,1
"spirit_v","non-obsolete words",426,14,18,5
"spiritize_v","non-obsolete words",370,1,1,1
"spiritualize_v","non-obsolete words",431,7,11,4
"spirt_v1","non-obsolete words",442,5,5,3
"spirt_v2","non-obsolete words",440,1,1,1
"spirt_v3","non-obsolete words",425,1,1,1
"spirtle_v","non-obsolete words",418,3,3,1
"spit-lock_v","non-obsolete words",132,1,1,1
"spit-roast_v","non-obsolete words",70,2,2,2
"spit_v1","non-obsolete words",799,6,6,4
"spit_v2","non-obsolete words",647,25,28,5
"spit_v3","non-obsolete words",631,4,4,2
"spitball_v","non-obsolete words",69,1,1,2
"spitchcock_v","non-obsolete words",350,2,2,1
"spite_v","non-obsolete words",624,6,9,4
"spittle_v1","non-obsolete words",684,2,2,3
"spittle_v2","non-obsolete words",297,1,1,3
"spiv_v","non-obsolete words",77,1,1,2
"splash_v1","non-obsolete words",325,15,15,5
"splash_v2","non-obsolete words",196,1,1,2
"splat_v2","non-obsolete words",127,2,2,3
"splatch_v","non-obsolete words",199,1,1,1
"splather_v","non-obsolete words",147,1,1,0
